Ten vat tu,Loai,Don vi,So luong,Don gia,Nguong canh bao,Ghi chu
Vat tu 767,Thep goc,tam,290.43,73254,5,Ghi chu 767
Vat tu 768,Vat tu tieu hao,thung,216.34,54947,5,Ghi chu 768
Vat tu 769,Thep hop,kg,223.85,53096,5,Ghi chu 769
Vat tu 770,Dam thep,cai,186.93,54350,5,Ghi chu 770
Vat tu 771,Thep hop,tam,31.28,74662,5,Ghi chu 771
Vat tu 772,Vat tu tieu hao,cai,177.82,75150,5,Ghi chu 772
Vat tu 773,Ong thep,cai,244.63,73019,5,Ghi chu 773
Vat tu 774,Thep goc,thung,18.44,71214,5,Ghi chu 774
Vat tu 775,Ong thep,thung,121.87,82388,5,Ghi chu 775
Vat tu 776,Thep goc,cuon,110.22,78623,5,Ghi chu 776
Vat tu 777,Vat tu tieu hao,cuon,236.76,57128,5,Ghi chu 777
Vat tu 778,Vat tu tieu hao,cuon,142.95,70855,5,Ghi chu 778
Vat tu 779,Bu long - Oc vit,tam,229.47,50336,5,Ghi chu 779
Vat tu 780,Tam thep,thung,11.64,64654,5,Ghi chu 780
Vat tu 781,Thep hop,tan,58.72,51558,5,Ghi chu 781
Vat tu 782,Vat tu tieu hao,met,50.33,69475,5,Ghi chu 782
Vat tu 783,Dam thep,kg,185.31,51784,5,Ghi chu 783
Vat tu 784,Thep hop,cai,280.93,55369,5,Ghi chu 784
Vat tu 785,Vat tu tieu hao,thung,253.42,60336,5,Ghi chu 785
Vat tu 786,Thep hop,kg,50.85,78280,5,Ghi chu 786
Vat tu 787,Vat tu tieu hao,thung,234.77,69772,5,Ghi chu 787
Vat tu 788,Thep hinh,cai,251.05,54792,5,Ghi chu 788
Vat tu 789,Dam thep,met,3.96,51889,5,Ghi chu 789
Vat tu 790,Tam thep,cai,184.11,59960,5,Ghi chu 790
Vat tu 791,Dam thep,cuon,309.16,81536,5,Ghi chu 791
Vat tu 792,Vat tu tieu hao,cai,197.92,67090,5,Ghi chu 792
Vat tu 793,Thep hinh,tam,132.50,61129,5,Ghi chu 793
Vat tu 794,Thep hop,kg,245.83,56166,5,Ghi chu 794
Vat tu 795,Tam thep,met,186.57,72489,5,Ghi chu 795
Vat tu 796,Thep hop,tam,76.91,52379,5,Ghi chu 796
Vat tu 797,Ong thep,tam,233.73,54205,5,Ghi chu 797
Vat tu 798,Bu long - Oc vit,tan,15.03,60733,5,Ghi chu 798
Vat tu 799,Tam thep,cai,19.47,70202,5,Ghi chu 799
Vat tu 800,Thep goc,met,252.33,56820,5,Ghi chu 800
Vat tu 801,Bu long - Oc vit,met,319.47,53488,5,Ghi chu 801
Vat tu 802,Thep hop,kg,152.42,76276,5,Ghi chu 802
Vat tu 803,Thep hop,met,174.35,82063,5,Ghi chu 803
Vat tu 804,Thep hop,thung,50.71,53132,5,Ghi chu 804
Vat tu 805,Dam thep,tan,285.93,75318,5,Ghi chu 805
Vat tu 806,Ong thep,cuon,46.63,50827,5,Ghi chu 806
Vat tu 807,Dam thep,tam,48.73,53056,5,Ghi chu 807
Vat tu 808,Tam thep,cai,171.92,73623,5,Ghi chu 808
Vat tu 809,Tam thep,met,32.46,57855,5,Ghi chu 809
Vat tu 810,Bu long - Oc vit,tan,177.07,58025,5,Ghi chu 810
Vat tu 811,Vat tu tieu hao,met,120.70,65792,5,Ghi chu 811
Vat tu 812,Thep goc,cuon,70.66,68275,5,Ghi chu 812
Vat tu 813,Ong thep,thung,166.91,67659,5,Ghi chu 813
Vat tu 814,Tam thep,cuon,55.60,58158,5,Ghi chu 814
Vat tu 815,Tam thep,kg,171.95,76027,5,Ghi chu 815
Vat tu 816,Vat tu tieu hao,kg,243.82,76198,5,Ghi chu 816
Vat tu 817,Vat tu tieu hao,tam,128.80,71848,5,Ghi chu 817
Vat tu 818,Thep hop,kg,235.10,50226,5,Ghi chu 818
Vat tu 819,Vat tu tieu hao,cai,261.78,59109,5,Ghi chu 819
Vat tu 820,Ong thep,tan,127.87,66904,5,Ghi chu 820
Vat tu 821,Thep hinh,tam,99.60,51805,5,Ghi chu 821
Vat tu 822,Thep hop,tam,137.11,80315,5,Ghi chu 822
Vat tu 823,Bu long - Oc vit,tan,141.30,52748,5,Ghi chu 823
Vat tu 824,Thep hinh,kg,44.71,60562,5,Ghi chu 824
Vat tu 825,Dam thep,cai,255.74,56252,5,Ghi chu 825
Vat tu 826,Tam thep,thung,226.72,51592,5,Ghi chu 826
Vat tu 827,Ong thep,cai,315.67,75202,5,Ghi chu 827
Vat tu 828,Thep hop,tan,14.50,72776,5,Ghi chu 828
Vat tu 829,Bu long - Oc vit,cuon,215.22,75520,5,Ghi chu 829
Vat tu 830,Thep goc,tam,51.51,56650,5,Ghi chu 830
Vat tu 831,Thep hop,met,232.52,61874,5,Ghi chu 831
Vat tu 832,Thep hinh,cai,180.40,58052,5,Ghi chu 832
Vat tu 833,Bu long - Oc vit,tan,233.24,76122,5,Ghi chu 833
Vat tu 834,Ong thep,tan,157.21,77542,5,Ghi chu 834
Vat tu 835,Bu long - Oc vit,cuon,124.07,75942,5,Ghi chu 835
Vat tu 836,Thep goc,cai,215.73,62439,5,Ghi chu 836
Vat tu 837,Thep goc,kg,197.17,73696,5,Ghi chu 837
Vat tu 838,Thep hop,tan,291.10,60959,5,Ghi chu 838
Vat tu 839,Ong thep,cai,191.53,68647,5,Ghi chu 839
Vat tu 840,Ong thep,thung,254.41,61430,5,Ghi chu 840
Vat tu 841,Tam thep,tan,253.34,68584,5,Ghi chu 841
Vat tu 842,Ong thep,tam,169.81,55425,5,Ghi chu 842
Vat tu 843,Bu long - Oc vit,kg,323.69,58941,5,Ghi chu 843
Vat tu 844,Thep hop,met,138.89,73339,5,Ghi chu 844
Vat tu 845,Dam thep,tam,294.71,56089,5,Ghi chu 845
Vat tu 846,Bu long - Oc vit,cai,155.72,62139,5,Ghi chu 846
Vat tu 847,Tam thep,tam,297.13,64241,5,Ghi chu 847
Vat tu 848,Vat tu tieu hao,met,243.66,64134,5,Ghi chu 848
Vat tu 849,Thep hop,kg,117.02,53440,5,Ghi chu 849
Vat tu 850,Ong thep,thung,132.80,58108,5,Ghi chu 850
Vat tu 851,Thep hop,met,236.54,69769,5,Ghi chu 851
Vat tu 852,Thep hinh,cai,247.79,76810,5,Ghi chu 852
Vat tu 853,Thep hop,tan,52.92,64499,5,Ghi chu 853
Vat tu 854,Vat tu tieu hao,met,97.50,56028,5,Ghi chu 854
Vat tu 855,Dam thep,tam,193.27,51388,5,Ghi chu 855
Vat tu 856,Thep hop,thung,121.12,75655,5,Ghi chu 856
Vat tu 857,Vat tu tieu hao,cai,279.74,69085,5,Ghi chu 857
Vat tu 858,Thep hop,thung,10.83,58269,5,Ghi chu 858
Vat tu 859,Vat tu tieu hao,kg,320.98,79517,5,Ghi chu 859
Vat tu 860,Ong thep,met,307.80,53820,5,Ghi chu 860
Vat tu 861,Thep goc,thung,207.15,66572,5,Ghi chu 861
Vat tu 862,Tam thep,met,303.94,61774,5,Ghi chu 862
Vat tu 863,Thep hinh,thung,125.35,62422,5,Ghi chu 863
Vat tu 864,Ong thep,tam,78.90,61718,5,Ghi chu 864
Vat tu 865,Thep hinh,tam,225.12,55486,5,Ghi chu 865
Vat tu 866,Bu long - Oc vit,tam,244.49,51958,5,Ghi chu 866
Vat tu 867,Dam thep,met,26.08,74383,5,Ghi chu 867
Vat tu 868,Thep goc,met,260.13,70817,5,Ghi chu 868
Vat tu 869,Thep hinh,tan,118.02,65760,5,Ghi chu 869
Vat tu 870,Tam thep,met,44.48,74493,5,Ghi chu 870
Vat tu 871,Thep goc,thung,320.09,80909,5,Ghi chu 871
Vat tu 872,Thep hinh,kg,77.93,50381,5,Ghi chu 872
Vat tu 873,Thep hinh,thung,95.01,62407,5,Ghi chu 873
Vat tu 874,Tam thep,thung,45.38,64089,5,Ghi chu 874
Vat tu 875,Dam thep,kg,38.83,51345,5,Ghi chu 875
Vat tu 876,Bu long - Oc vit,cuon,9.57,62021,5,Ghi chu 876
Vat tu 877,Bu long - Oc vit,thung,61.94,71103,5,Ghi chu 877
Vat tu 878,Thep goc,kg,128.22,70804,5,Ghi chu 878
Vat tu 879,Vat tu tieu hao,cai,88.75,67164,5,Ghi chu 879
Vat tu 880,Tam thep,cuon,38.80,62040,5,Ghi chu 880
Vat tu 881,Thep hop,tam,116.44,74583,5,Ghi chu 881
Vat tu 882,Ong thep,tam,145.79,72698,5,Ghi chu 882
Vat tu 883,Thep hop,kg,66.69,79553,5,Ghi chu 883
Vat tu 884,Ong thep,met,278.26,51620,5,Ghi chu 884
Vat tu 885,Ong thep,kg,130.42,77458,5,Ghi chu 885
Vat tu 886,Thep goc,cai,321.17,82477,5,Ghi chu 886
Vat tu 887,Bu long - Oc vit,cuon,241.16,73387,5,Ghi chu 887
Vat tu 888,Thep hinh,met,252.03,66437,5,Ghi chu 888
Vat tu 889,Thep hop,kg,115.65,73267,5,Ghi chu 889
Vat tu 890,Thep hop,tan,97.05,57147,5,Ghi chu 890
Vat tu 891,Thep hinh,cuon,230.20,73137,5,Ghi chu 891
Vat tu 892,Vat tu tieu hao,tan,192.67,57012,5,Ghi chu 892
Vat tu 893,Thep hinh,thung,56.05,57509,5,Ghi chu 893
Vat tu 894,Thep hinh,met,257.58,58648,5,Ghi chu 894
Vat tu 895,Bu long - Oc vit,tam,6.22,67262,5,Ghi chu 895
Vat tu 896,Dam thep,thung,188.26,73436,5,Ghi chu 896
Vat tu 897,Bu long - Oc vit,kg,79.95,57959,5,Ghi chu 897
Vat tu 898,Thep hop,kg,52.37,64649,5,Ghi chu 898
Vat tu 899,Tam thep,cai,125.50,81666,5,Ghi chu 899
Vat tu 900,Bu long - Oc vit,cuon,268.75,70826,5,Ghi chu 900
Vat tu 901,Ong thep,thung,301.68,50315,5,Ghi chu 901
Vat tu 902,Tam thep,thung,300.09,55783,5,Ghi chu 902
Vat tu 903,Bu long - Oc vit,cuon,279.02,58868,5,Ghi chu 903
Vat tu 904,Dam thep,tan,187.01,81226,5,Ghi chu 904
Vat tu 905,Thep hop,tam,281.72,57123,5,Ghi chu 905
Vat tu 906,Tam thep,tam,280.01,71683,5,Ghi chu 906
Vat tu 907,Ong thep,tam,250.29,56179,5,Ghi chu 907
Vat tu 908,Vat tu tieu hao,cuon,133.15,57715,5,Ghi chu 908
Vat tu 909,Dam thep,tan,20.55,56970,5,Ghi chu 909
Vat tu 910,Thep hop,kg,51.33,64970,5,Ghi chu 910
Vat tu 911,Ong thep,kg,54.78,52630,5,Ghi chu 911
Vat tu 912,Ong thep,cai,180.90,69567,5,Ghi chu 912
Vat tu 913,Vat tu tieu hao,tam,313.12,58321,5,Ghi chu 913
Vat tu 914,Thep hop,cuon,52.13,55545,5,Ghi chu 914
Vat tu 915,Dam thep,cuon,18.73,62836,5,Ghi chu 915
Vat tu 916,Dam thep,kg,320.86,61011,5,Ghi chu 916
Vat tu 917,Thep hop,tam,84.23,71033,5,Ghi chu 917
Vat tu 918,Thep goc,cuon,69.68,80847,5,Ghi chu 918
Vat tu 919,Tam thep,kg,64.11,56027,5,Ghi chu 919
Vat tu 920,Tam thep,met,54.70,64445,5,Ghi chu 920
Vat tu 921,Dam thep,kg,307.74,65013,5,Ghi chu 921
Vat tu 922,Thep goc,met,98.41,60779,5,Ghi chu 922
Vat tu 923,Dam thep,tan,270.89,59634,5,Ghi chu 923
Vat tu 924,Thep goc,tam,94.93,75081,5,Ghi chu 924
Vat tu 925,Thep hop,cuon,75.77,82598,5,Ghi chu 925
Vat tu 926,Thep hop,kg,317.18,55321,5,Ghi chu 926
Vat tu 927,Ong thep,met,7.11,62315,5,Ghi chu 927
Vat tu 928,Tam thep,thung,165.74,63317,5,Ghi chu 928
Vat tu 929,Thep goc,tan,307.50,56695,5,Ghi chu 929
Vat tu 930,Ong thep,met,177.06,71882,5,Ghi chu 930
Vat tu 931,Dam thep,tam,99.55,62258,5,Ghi chu 931
Vat tu 932,Vat tu tieu hao,tam,240.37,73643,5,Ghi chu 932
Vat tu 933,Thep hinh,thung,145.71,58022,5,Ghi chu 933
Vat tu 934,Tam thep,thung,228.05,76395,5,Ghi chu 934
Vat tu 935,Bu long - Oc vit,cuon,130.09,54838,5,Ghi chu 935
Vat tu 936,Tam thep,cuon,257.49,75318,5,Ghi chu 936
Vat tu 937,Tam thep,tam,225.59,53371,5,Ghi chu 937
Vat tu 938,Tam thep,cuon,109.87,66391,5,Ghi chu 938
Vat tu 939,Dam thep,met,269.81,77643,5,Ghi chu 939
Vat tu 940,Tam thep,thung,210.83,75248,5,Ghi chu 940
Vat tu 941,Tam thep,tan,284.99,65445,5,Ghi chu 941
Vat tu 942,Thep hop,tam,28.24,67713,5,Ghi chu 942
Vat tu 943,Thep hinh,cai,23.23,53970,5,Ghi chu 943
Vat tu 944,Thep hop,tam,275.93,59300,5,Ghi chu 944
Vat tu 945,Thep goc,cai,111.07,69422,5,Ghi chu 945
Vat tu 946,Dam thep,met,143.96,50218,5,Ghi chu 946
Vat tu 947,Tam thep,cuon,227.26,73446,5,Ghi chu 947
Vat tu 948,Thep hinh,tan,95.47,71309,5,Ghi chu 948
Vat tu 949,Thep hinh,tan,139.56,62502,5,Ghi chu 949
Vat tu 950,Thep goc,tam,270.15,56335,5,Ghi chu 950
Vat tu 951,Dam thep,tan,222.28,60989,5,Ghi chu 951
Vat tu 952,Bu long - Oc vit,kg,258.75,55939,5,Ghi chu 952
Vat tu 953,Thep hinh,cai,312.96,54528,5,Ghi chu 953
Vat tu 954,Thep hop,thung,100.85,61651,5,Ghi chu 954
Vat tu 955,Thep hop,cai,82.59,65130,5,Ghi chu 955
Vat tu 956,Dam thep,cai,244.34,51594,5,Ghi chu 956
Vat tu 957,Thep hinh,cai,224.56,75409,5,Ghi chu 957
Vat tu 958,Tam thep,cai,37.33,80531,5,Ghi chu 958
Vat tu 959,Thep hinh,met,239.45,68285,5,Ghi chu 959
Vat tu 960,Thep hop,kg,317.11,73303,5,Ghi chu 960
Vat tu 961,Dam thep,thung,276.92,56735,5,Ghi chu 961
Vat tu 962,Bu long - Oc vit,cai,105.25,58182,5,Ghi chu 962
Vat tu 963,Ong thep,cuon,179.50,58462,5,Ghi chu 963
Vat tu 964,Thep hinh,cuon,224.91,56548,5,Ghi chu 964
Vat tu 965,Bu long - Oc vit,cuon,35.84,73330,5,Ghi chu 965
Vat tu 966,Vat tu tieu hao,tan,274.55,56915,5,Ghi chu 966
Vat tu 967,Thep goc,met,311.08,58398,5,Ghi chu 967
Vat tu 968,Dam thep,cuon,151.52,70203,5,Ghi chu 968
Vat tu 969,Dam thep,tam,309.79,55069,5,Ghi chu 969
Vat tu 970,Thep goc,met,237.53,69514,5,Ghi chu 970
Vat tu 971,Thep hop,met,48.85,70680,5,Ghi chu 971
Vat tu 972,Ong thep,tam,245.95,70842,5,Ghi chu 972
Vat tu 973,Thep goc,cuon,247.11,63091,5,Ghi chu 973
Vat tu 974,Tam thep,met,326.73,56692,5,Ghi chu 974
Vat tu 975,Vat tu tieu hao,cuon,320.23,62524,5,Ghi chu 975
Vat tu 976,Tam thep,tam,216.68,62321,5,Ghi chu 976
Vat tu 977,Tam thep,thung,319.14,59462,5,Ghi chu 977
Vat tu 978,Thep hop,thung,26.77,80722,5,Ghi chu 978
Vat tu 979,Bu long - Oc vit,tan,44.18,51945,5,Ghi chu 979
Vat tu 980,Dam thep,cuon,318.53,57422,5,Ghi chu 980
Vat tu 981,Thep goc,tan,38.98,50368,5,Ghi chu 981
Vat tu 982,Thep hinh,thung,94.98,79393,5,Ghi chu 982
Vat tu 983,Ong thep,cuon,168.62,80860,5,Ghi chu 983
Vat tu 984,Ong thep,cai,80.98,70726,5,Ghi chu 984
Vat tu 985,Thep goc,met,126.04,52446,5,Ghi chu 985
Vat tu 986,Dam thep,met,160.82,66022,5,Ghi chu 986
Vat tu 987,Ong thep,cai,89.52,61440,5,Ghi chu 987
Vat tu 988,Thep hinh,cuon,17.28,55688,5,Ghi chu 988
Vat tu 989,Dam thep,cai,323.98,69169,5,Ghi chu 989
Vat tu 990,Dam thep,thung,305.57,63046,5,Ghi chu 990
Vat tu 991,Thep hop,met,257.08,68966,5,Ghi chu 991
Vat tu 992,Thep hinh,cai,180.12,53429,5,Ghi chu 992
Vat tu 993,Thep hinh,tam,12.85,77565,5,Ghi chu 993
Vat tu 994,Thep hop,tan,170.95,55507,5,Ghi chu 994
Vat tu 995,Ong thep,kg,228.72,78745,5,Ghi chu 995
Vat tu 996,Thep hinh,met,279.46,75815,5,Ghi chu 996
Vat tu 997,Vat tu tieu hao,tam,206.02,71028,5,Ghi chu 997
Vat tu 998,Dam thep,thung,190.87,57037,5,Ghi chu 998
Vat tu 999,Ong thep,kg,123.59,57078,5,Ghi chu 999
Vat tu 1000,Thep hop,cai,173.64,66473,5,Ghi chu 1000
Vat tu 1001,Thep hinh,met,305.77,63051,5,Ghi chu 1001
Vat tu 1002,Tam thep,cuon,217.76,73022,5,Ghi chu 1002
Vat tu 1003,Thep hop,cuon,31.42,70261,5,Ghi chu 1003
Vat tu 1004,Thep hinh,tam,323.11,55638,5,Ghi chu 1004
Vat tu 1005,Thep goc,cai,233.31,64095,5,Ghi chu 1005
Vat tu 1006,Dam thep,cai,35.12,60011,5,Ghi chu 1006
Vat tu 1007,Thep hinh,tan,22.35,57175,5,Ghi chu 1007
Vat tu 1008,Ong thep,cai,163.01,53083,5,Ghi chu 1008
Vat tu 1009,Ong thep,tam,67.88,54047,5,Ghi chu 1009
Vat tu 1010,Dam thep,tam,127.71,56074,5,Ghi chu 1010
Vat tu 1011,Thep hop,thung,289.40,77850,5,Ghi chu 1011
Vat tu 1012,Thep hop,thung,202.33,73362,5,Ghi chu 1012
Vat tu 1013,Tam thep,kg,234.91,55231,5,Ghi chu 1013
Vat tu 1014,Dam thep,tam,41.79,55787,5,Ghi chu 1014
Vat tu 1015,Dam thep,thung,31.78,52463,5,Ghi chu 1015
Vat tu 1016,Thep goc,kg,259.26,52281,5,Ghi chu 1016
Vat tu 1017,Tam thep,tam,78.00,81835,5,Ghi chu 1017
Vat tu 1018,Thep hop,kg,145.42,77765,5,Ghi chu 1018
Vat tu 1019,Vat tu tieu hao,cai,1.87,66005,5,Ghi chu 1019
Vat tu 1020,Vat tu tieu hao,met,204.06,77200,5,Ghi chu 1020
Vat tu 1021,Thep hop,kg,183.07,66843,5,Ghi chu 1021
Vat tu 1022,Ong thep,cuon,193.15,55552,5,Ghi chu 1022
Vat tu 1023,Thep hinh,cuon,248.50,62729,5,Ghi chu 1023
Vat tu 1024,Dam thep,tam,164.36,70769,5,Ghi chu 1024
Vat tu 1025,Dam thep,kg,254.42,54151,5,Ghi chu 1025
Vat tu 1026,Ong thep,cai,171.42,72410,5,Ghi chu 1026
Vat tu 1027,Dam thep,kg,296.62,60087,5,Ghi chu 1027
Vat tu 1028,Bu long - Oc vit,thung,11.15,70882,5,Ghi chu 1028
Vat tu 1029,Tam thep,cuon,31.86,75769,5,Ghi chu 1029
Vat tu 1030,Tam thep,thung,108.26,51609,5,Ghi chu 1030
Vat tu 1031,Tam thep,thung,131.31,63039,5,Ghi chu 1031
Vat tu 1032,Bu long - Oc vit,kg,154.17,70516,5,Ghi chu 1032
Vat tu 1033,Vat tu tieu hao,cuon,47.35,54529,5,Ghi chu 1033
Vat tu 1034,Tam thep,cuon,271.53,61015,5,Ghi chu 1034
Vat tu 1035,Ong thep,kg,86.62,76669,5,Ghi chu 1035
Vat tu 1036,Dam thep,met,309.71,76820,5,Ghi chu 1036
Vat tu 1037,Thep hinh,thung,289.43,52687,5,Ghi chu 1037
Vat tu 1038,Dam thep,met,261.98,59397,5,Ghi chu 1038
Vat tu 1039,Thep hop,thung,231.83,78524,5,Ghi chu 1039
Vat tu 1040,Dam thep,thung,250.43,78139,5,Ghi chu 1040
Vat tu 1041,Thep goc,thung,302.27,66937,5,Ghi chu 1041
Vat tu 1042,Thep hop,kg,268.31,57475,5,Ghi chu 1042
Vat tu 1043,Ong thep,tam,248.50,56357,5,Ghi chu 1043
Vat tu 1044,Dam thep,tam,23.28,61094,5,Ghi chu 1044
Vat tu 1045,Thep goc,thung,48.92,64076,5,Ghi chu 1045
Vat tu 1046,Ong thep,met,26.20,78374,5,Ghi chu 1046
Vat tu 1047,Thep hinh,tam,35.13,64023,5,Ghi chu 1047
Vat tu 1048,Vat tu tieu hao,cai,206.11,70209,5,Ghi chu 1048
Vat tu 1049,Thep goc,kg,187.03,78353,5,Ghi chu 1049
Vat tu 1050,Dam thep,cai,226.71,81992,5,Ghi chu 1050
Vat tu 1051,Thep hop,tan,285.05,58116,5,Ghi chu 1051
Vat tu 1052,Thep hop,cai,69.90,77294,5,Ghi chu 1052
Vat tu 1053,Ong thep,cai,112.17,64650,5,Ghi chu 1053
Vat tu 1054,Bu long - Oc vit,cuon,237.74,82741,5,Ghi chu 1054
Vat tu 1055,Ong thep,tan,124.35,51300,5,Ghi chu 1055
Vat tu 1056,Bu long - Oc vit,met,123.44,69806,5,Ghi chu 1056
Vat tu 1057,Tam thep,cai,30.13,72151,5,Ghi chu 1057
Vat tu 1058,Dam thep,tam,239.67,60800,5,Ghi chu 1058
Vat tu 1059,Dam thep,cuon,68.76,56750,5,Ghi chu 1059
Vat tu 1060,Dam thep,cai,31.41,77178,5,Ghi chu 1060
Vat tu 1061,Dam thep,cuon,270.03,61928,5,Ghi chu 1061
Vat tu 1062,Dam thep,thung,44.61,61296,5,Ghi chu 1062
Vat tu 1063,Ong thep,tam,114.22,51215,5,Ghi chu 1063
Vat tu 1064,Ong thep,cuon,13.04,56984,5,Ghi chu 1064
Vat tu 1065,Tam thep,tam,274.34,56214,5,Ghi chu 1065
Vat tu 1066,Bu long - Oc vit,cuon,40.64,71740,5,Ghi chu 1066
Vat tu 1067,Dam thep,cuon,289.32,53452,5,Ghi chu 1067
Vat tu 1068,Thep hop,tan,86.29,80590,5,Ghi chu 1068
Vat tu 1069,Thep hinh,cuon,295.07,75053,5,Ghi chu 1069
Vat tu 1070,Tam thep,tan,170.92,75516,5,Ghi chu 1070
Vat tu 1071,Tam thep,tam,185.03,52419,5,Ghi chu 1071
Vat tu 1072,Ong thep,tam,65.31,52198,5,Ghi chu 1072
Vat tu 1073,Vat tu tieu hao,tan,101.96,69832,5,Ghi chu 1073
Vat tu 1074,Tam thep,met,23.45,54526,5,Ghi chu 1074
Vat tu 1075,Dam thep,met,185.17,59948,5,Ghi chu 1075
Vat tu 1076,Thep hop,thung,230.77,71946,5,Ghi chu 1076
Vat tu 1077,Thep hinh,kg,264.44,65849,5,Ghi chu 1077
Vat tu 1078,Thep goc,cai,27.47,57053,5,Ghi chu 1078
Vat tu 1079,Thep hop,cuon,30.78,82329,5,Ghi chu 1079
Vat tu 1080,Thep hinh,cuon,231.42,59007,5,Ghi chu 1080
Vat tu 1081,Bu long - Oc vit,met,9.59,77626,5,Ghi chu 1081
Vat tu 1082,Ong thep,cai,194.77,54950,5,Ghi chu 1082
Vat tu 1083,Thep hinh,cai,93.42,67349,5,Ghi chu 1083
Vat tu 1084,Tam thep,tam,33.23,74243,5,Ghi chu 1084
Vat tu 1085,Dam thep,kg,258.20,64093,5,Ghi chu 1085
Vat tu 1086,Thep hinh,cuon,46.57,75176,5,Ghi chu 1086
Vat tu 1087,Tam thep,thung,226.35,58134,5,Ghi chu 1087
Vat tu 1088,Vat tu tieu hao,thung,122.29,64205,5,Ghi chu 1088
Vat tu 1089,Ong thep,cai,123.35,50099,5,Ghi chu 1089
Vat tu 1090,Bu long - Oc vit,thung,118.94,77523,5,Ghi chu 1090
Vat tu 1091,Thep hop,tan,311.95,59131,5,Ghi chu 1091
Vat tu 1092,Vat tu tieu hao,cuon,229.83,57329,5,Ghi chu 1092
Vat tu 1093,Tam thep,cai,262.15,77085,5,Ghi chu 1093
Vat tu 1094,Thep hop,cuon,249.22,81817,5,Ghi chu 1094
Vat tu 1095,Ong thep,cai,33.63,67333,5,Ghi chu 1095
Vat tu 1096,Tam thep,thung,114.17,60392,5,Ghi chu 1096
Vat tu 1097,Dam thep,cuon,142.96,68933,5,Ghi chu 1097
Vat tu 1098,Ong thep,thung,227.15,61399,5,Ghi chu 1098
Vat tu 1099,Thep hinh,tam,106.97,79014,5,Ghi chu 1099
Vat tu 1100,Bu long - Oc vit,kg,115.56,64945,5,Ghi chu 1100
Vat tu 1101,Vat tu tieu hao,tam,25.60,58508,5,Ghi chu 1101
Vat tu 1102,Dam thep,tan,251.42,68240,5,Ghi chu 1102
Vat tu 1103,Thep hop,cuon,26.59,62686,5,Ghi chu 1103
Vat tu 1104,Thep hop,tan,64.38,52534,5,Ghi chu 1104
Vat tu 1105,Dam thep,met,136.77,67293,5,Ghi chu 1105
Vat tu 1106,Vat tu tieu hao,met,191.15,78516,5,Ghi chu 1106
Vat tu 1107,Ong thep,met,251.22,81478,5,Ghi chu 1107
Vat tu 1108,Ong thep,tam,46.55,66250,5,Ghi chu 1108
Vat tu 1109,Dam thep,thung,83.17,64609,5,Ghi chu 1109
Vat tu 1110,Thep hinh,cuon,322.43,63379,5,Ghi chu 1110
Vat tu 1111,Thep hinh,cai,29.42,55558,5,Ghi chu 1111
Vat tu 1112,Bu long - Oc vit,thung,325.93,68013,5,Ghi chu 1112
Vat tu 1113,Thep hop,tan,85.00,81565,5,Ghi chu 1113
Vat tu 1114,Ong thep,cuon,292.94,63656,5,Ghi chu 1114
Vat tu 1115,Bu long - Oc vit,cuon,253.96,58884,5,Ghi chu 1115
Vat tu 1116,Dam thep,kg,94.15,63347,5,Ghi chu 1116
Vat tu 1117,Thep goc,thung,179.28,53837,5,Ghi chu 1117
Vat tu 1118,Tam thep,met,64.20,64542,5,Ghi chu 1118
Vat tu 1119,Thep hinh,tam,212.09,79905,5,Ghi chu 1119
Vat tu 1120,Bu long - Oc vit,tan,44.12,80952,5,Ghi chu 1120
Vat tu 1121,Thep hinh,cuon,127.24,58638,5,Ghi chu 1121
Vat tu 1122,Bu long - Oc vit,thung,24.17,67243,5,Ghi chu 1122
Vat tu 1123,Dam thep,cai,231.21,62391,5,Ghi chu 1123
Vat tu 1124,Thep goc,thung,271.52,59911,5,Ghi chu 1124
Vat tu 1125,Thep goc,kg,25.74,79674,5,Ghi chu 1125
Vat tu 1126,Thep hop,cai,297.63,74274,5,Ghi chu 1126
Vat tu 1127,Tam thep,tan,217.06,55429,5,Ghi chu 1127
Vat tu 1128,Dam thep,cai,49.78,64410,5,Ghi chu 1128
Vat tu 1129,Dam thep,cuon,103.73,69169,5,Ghi chu 1129
Vat tu 1130,Tam thep,tam,296.22,64647,5,Ghi chu 1130
Vat tu 1131,Dam thep,kg,114.86,54413,5,Ghi chu 1131
Vat tu 1132,Bu long - Oc vit,thung,221.08,74661,5,Ghi chu 1132
Vat tu 1133,Thep hop,kg,229.13,78571,5,Ghi chu 1133
Vat tu 1134,Ong thep,tan,207.76,55066,5,Ghi chu 1134
Vat tu 1135,Tam thep,tam,219.83,58715,5,Ghi chu 1135
Vat tu 1136,Tam thep,cuon,155.68,60889,5,Ghi chu 1136
Vat tu 1137,Ong thep,tam,29.25,65618,5,Ghi chu 1137
Vat tu 1138,Ong thep,met,66.10,61258,5,Ghi chu 1138
Vat tu 1139,Dam thep,thung,44.08,82426,5,Ghi chu 1139
Vat tu 1140,Vat tu tieu hao,tam,252.92,61083,5,Ghi chu 1140
Vat tu 1141,Thep goc,cai,157.42,65536,5,Ghi chu 1141
Vat tu 1142,Thep goc,cuon,87.39,54590,5,Ghi chu 1142
Vat tu 1143,Tam thep,tam,54.08,67517,5,Ghi chu 1143
Vat tu 1144,Ong thep,cuon,193.75,57234,5,Ghi chu 1144
